info,uid,bodyValue,uuid
"Encyklopédia Beliana",1,"Encyclopaedia Beliana je všeobecná slovenská encyklopédia v dvanástich zväzkoch resp. slovenská všeobecná encyklopédia, od roku 2016 dostupná aj na internete pre širokú verejnosť. Encyclopaedia Beliana je všeobecná slovenská encyklopédia v dvanástich zväzkoch resp. slovenská všeobecná encyklopédia, od roku 2016 dostupná aj na internete pre širokú verejnosť. Ktorú pripravuje Encyklopedický ústav SAV v spolupráci so Slovenskou akadémou vied.",320eb99a-81b6-4625-8e54-a7330048e241
